"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Anthocharis cardamines","Aphantopus hyperantus","Aporia crataegi","Araschnia levana","Argynnis adippe","Argynnis aglaja","Argynnis niobe","Argynnis paphia","Boloria euphrosyne","Boloria selene","Brenthis ino","Callophrys rubi","Carterocephalus silvicola","Celastrina argiolus","Coenonympha glycerion","Coenonympha pamphilus","Colias palaeno","Erebia ligea","Euphydryas maturna","Gonepteryx rhamni","Issoria lathonia","Leptidea sinapis","Limenitis populi","Lycaena hippothoe","Lycaena phlaeas","Lycaena virgaureae","Melitaea athalia","Nymphalis antiopa","Nymphalis c-album","Nymphalis io","Nymphalis urticae","Ochlodes sylvanus","Papilio machaon","Pararge aegeria","Pararge maera","Pararge petropolitana","Parnassius mnemosyne","Pieris brassicae","Pieris daplidice","Pieris napi","Pieris rapae","Plebeius amandus","Plebeius argus","Plebeius artaxerxes","Plebeius eumedon","Plebeius icarus","Plebeius idas","Plebeius optilete","Plebeius semiargus","Pyrgus alveus","Pyrgus malvae","Satyrium pruni","Thecla betulae","Thymelicus lineola","Vanessa atalanta","Vanessa cardui"
"butterfly_dec_3_SB_SampleID_63",321402.000003279,6694189.0000039,2004,1080.27138614655,5.16666662444671,147,0.2425,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_64",321402.000000414,6694189.0000018,2005,915.202097415925,5.45833345254263,135,-0.2675,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_65",321402.000000363,6694189.00000353,2006,620.624791145325,5.94166658322017,131,-0.2075,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1
"butterfly_dec_3_SB_SampleID_66",321402.000004262,6694189.00000798,2007,1016.66465187073,6.02500001775721,89,0.173333333333333,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_67",232938.000004211,6697687.00000548,2006,762.913105010986,6.75000009934107,120,-0.2075,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
"butterfly_dec_3_SB_SampleID_68",232938.000006444,6697687.00000921,2007,910.977381706238,6.98333326975504,61,0.173333333333333,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_69",289015.000009485,6700186.0000029,2000,862.139488220215,6.5416667163372,94,0.206666666666667,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_70",289015.000003999,6700186.00000716,2001,787.680944442749,5.42500002371768,139,-0.1825,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"butterfly_dec_3_SB_SampleID_71",289015.00000261,6700186.00000224,2002,604.648917794227,5.55833344099422,130,0.0391666666666667,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
"butterfly_dec_3_SB_SampleID_72",289015.000006694,6700186.00000713,2004,912.856756210328,5.39999994138877,129,0.2425,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
"butterfly_dec_3_SB_SampleID_73",289015.000003984,6700186.00000303,2005,734.135967254638,5.69166664282481,120,-0.2675,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0
"butterfly_dec_3_SB_SampleID_74",289015.000001256,6700186.00000648,2006,638.509945869446,6.16666660706202,125,-0.2075,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_75",289015.000004314,6700186.00000809,2007,949.062520980834,6.20000010356307,81,0.173333333333333,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
"butterfly_dec_3_SB_SampleID_76",369083.000007373,6702586.00000495,1999,703.43576335907,5.5499999721845,149,0.390833333333333,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_77",288415.000004249,6703185.00000146,2006,638.509945869446,6.16666660706202,125,-0.2075,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_78",288415.000007156,6703185.00000046,2007,949.062520980834,6.20000010356307,81,0.173333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"butterfly_dec_3_SB_SampleID_79",371382.000007882,6703685.00000909,1999,703.43576335907,5.5499999721845,149,0.390833333333333,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_80",371382.000001108,6703685.00000053,2000,894.849882125854,6.32499999304611,122,0.206666666666667,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_81",371382.000003222,6703685.00000059,2001,892.329734802246,5.01666675011318,165,-0.1825,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_82",359387.000009871,6711682.00000854,2007,882.304675102233,5.70833334326744,89,0.173333333333333,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_83",243713.000009767,6712021.0000087,2001,864.544548034668,5.68333334724108,137,-0.1825,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_84",243713.00000998,6712021.00000438,2002,709.316174983979,5.84166647990545,143,0.0391666666666667,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1
"butterfly_dec_3_SB_SampleID_85",243713.000000351,6712021.00000741,2003,650.619812488556,5.39166673024496,120,0.0975,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_86",243713.000003688,6712021.00000409,2004,1019.70034122467,5.70000009176632,126,0.2425,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_87",243713.000007013,6712021.00000075,2005,910.188643932344,5.89999994635582,124,-0.2675,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_88",243713.000005575,6712021.00000472,2006,819.427986145019,6.35833326975505,128,-0.2075,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_89",243713.000008815,6712021.0000099,2007,910.614015579224,6.42500005662442,73,0.173333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_90",400370.000002678,6713681.00000683,1999,689.41171169281,5.31666662295659,151,0.390833333333333,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_91",400370.000007357,6713681.00000245,2000,813.847778320313,6.18333326280117,121,0.206666666666667,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_92",400370.000003901,6713681.00000727,2001,872.934398651123,4.90000000099341,162,-0.1825,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_93",400370.000002125,6713681.0000089,2002,700.544249057769,5.02500009536743,184,0.0391666666666667,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_94",400370.000008444,6713681.00000297,2003,594.124909877777,4.75833330551783,136,0.0975,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_95",400370.000007189,6713681.00000745,2004,1201.83480167389,4.90000011523565,151,0.2425,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_96",400370.000006444,6713681.00000775,2005,834.699977874756,5.36666662494341,138,-0.2675,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_97",400370.000003652,6713681.00000706,2006,575.806791305542,5.62499989072483,138,-0.2075,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_98",400370.000002747,6713681.00000539,2007,769.10071849823,5.86666657527287,89,0.173333333333333,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
"butterfly_dec_3_SB_SampleID_99",263425.000007248,6715380.00000102,1999,734.247285842895,5.87500004967053,133,0.390833333333333,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_100",263425.00000392,6715380.00000739,2000,959.229511260986,6.67499994238218,93,0.206666666666667,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_101",263425.000006798,6715380.0000035,2001,833.949493408204,5.50000006581346,141,-0.1825,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_102",263425.000002749,6715380.00000087,2002,663.351975440978,5.63333336388072,138,0.0391666666666667,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1
"butterfly_dec_3_SB_SampleID_103",263425.000002323,6715380.00000858,2003,620.798061609268,5.2250000288089,116,0.0975,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_104",263425.000001786,6715380.00000635,2004,966.27525806427,5.52500003948807,125,0.2425,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_105",263425.000008608,6715380.00000639,2005,877.919371128082,5.78333339095117,125,-0.2675,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_106",263425.000002868,6715380.00000866,2006,782.610786437988,6.21666653951009,128,-0.2075,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_107",490334.000001733,6715681.00000124,2006,647.338018417359,5.55833346148332,142,-0.2075,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_108",490334.000004683,6715681.00000393,2007,1000.69309997559,5.88333322107792,92,0.173333333333333,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_109",451850.000008793,6721179.00000802,1999,686.93122959137,5.1333333949248,152,0.390833333333333,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_110",451850.000004567,6721179.00000219,2000,835.560293197632,6.05833339318634,110,0.206666666666667,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_111",451850.000002289,6721179.00000784,2001,844.143842697144,4.76666666070621,146,-0.1825,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_112",451850.000008369,6721179.00000651,2002,692.83411693573,4.7666666706403,174,0.0391666666666667,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
"butterfly_dec_3_SB_SampleID_113",451850.000004281,6721179.00000426,2003,759.188325881958,4.58333320418994,132,0.0975,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_114",451850.000005082,6721179.00000408,2004,1097.46592664719,4.70833341280619,146,0.2425,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0
"butterfly_dec_3_SB_SampleID_115",451850.000005347,6721179.00000112,2005,813.845103263855,5.22499991456668,137,-0.2675,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
"butterfly_dec_3_SB_SampleID_116",451850.00000854,6721179.00000695,2006,664.087899208069,5.41666678587595,136,-0.2075,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
"butterfly_dec_3_SB_SampleID_117",451850.000009347,6721179.00000598,2007,971.900716781615,5.70833330849807,83,0.173333333333333,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_118",301410.000008775,6721678.00000767,1999,718.181502342224,5.40833329161008,134,0.390833333333333,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
"butterfly_dec_3_SB_SampleID_119",301410.00000401,6721678.00000136,2000,970.357067108155,6.1916666328907,98,0.206666666666667,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1
"butterfly_dec_3_SB_SampleID_120",301410.00000602,6721678.0000004,2001,751.539180755615,5.0083333030343,146,-0.1825,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
"butterfly_dec_3_SB_SampleID_121",301410.000001842,6721678.00000682,2002,596.228622198105,5.19999994710088,158,0.0391666666666667,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
"butterfly_dec_3_SB_SampleID_122",301410.000003022,6721678.00000587,2003,563.581768751145,4.79166671633721,124,0.0975,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
"butterfly_dec_3_SB_SampleID_123",301410.000008617,6721678.0000022,2004,987.006786346434,5.0416667262713,139,0.2425,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_124",301410.000004098,6721678.00000525,2005,746.200514793396,5.36666674415271,133,-0.2675,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1
"butterfly_dec_3_SB_SampleID_125",301410.000000003,6721678.00000694,2006,657.239709854125,5.80833329757054,131,-0.2075,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1
"butterfly_dec_3_SB_SampleID_126",549310.000005292,6721679.00000936,2006,601.519714355469,5.10833332439265,144,-0.2075,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1
"butterfly_dec_3_SB_SampleID_127",549310.000009989,6721679.00000653,2007,770.15983581543,5.48333325982092,105,0.173333333333333,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1
"butterfly_dec_3_SB_SampleID_128",500330.000001494,6726777.00000596,2005,771.228346824646,5.39166675011318,139,-0.2675,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"butterfly_dec_3_SB_SampleID_129",500330.00000042,6726777.00000489,2006,553.237591743469,5.40000010778507,143,-0.2075,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
