"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Agrostis capillaris","Alnus incana","Anemone nemorosa","Angelica sylvestris","Betula pendula","Betula pubescens","Calamagrostis arundinacea","Calamagrostis epigejos","Calluna vulgaris","Carex digitata","Carex globularis","Convallaria majalis","Deschampsia cespitosa","Deschampsia flexuosa","Dryopteris carthusiana","Empetrum nigrum","Epilobium angustifolium","Equisetum sylvaticum","Fragaria vesca","Geranium sylvaticum","Goodyera repens","Gymnocarpium dryopteris","Hepatica nobilis","Juniperus communis","Linnaea borealis","Luzula pilosa","Lycopodium annotinum","Maianthemum bifolium","Melampyrum pratense","Melampyrum sylvaticum","Melica nutans","Orthilia secunda","Oxalis acetosella","Picea abies","Pinus sylvestris","Populus tremula","Potentilla erecta","Pteridium aquilinum","Rubus idaeus","Rubus saxatilis","Salix caprea","Solidago virgaurea","Sorbus aucuparia","Trientalis europaea","Vaccinium myrtillus","Vaccinium vitis-idaea","Veronica chamaedrys","Veronica officinalis","Viola palustris","Viola riviniana"
"plant_dec_3_SB_SampleID_73",372880,6775660,2006,659.830413818359,5.37499993542831,131,-0.2075,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
"plant_dec_3_SB_SampleID_74",500830,6775660,2006,584.08732509613,5.16666667846343,150,-0.2075,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_75",516820,6775660,2006,567.27965927124,5.03333329533537,146,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_76",452850,6776060,2006,643.183197021484,5.21666658731798,151,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
"plant_dec_3_SB_SampleID_77",228940,6790850,2006,768.59348297119,5.9416666229566,129,-0.2075,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1
"plant_dec_3_SB_SampleID_78",260930,6790850,2006,677.134634017944,5.75833328564962,131,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_79",292910,6790850,2006,686.098026275635,5.54166660706202,133,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_80",388880,6790850,2006,672.666835784913,4.9333333025376,141,-0.2075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1
"plant_dec_3_SB_SampleID_81",404870,6790850,2006,651.294103622437,4.64166669857998,153,-0.2075,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"plant_dec_3_SB_SampleID_82",468840,6790850,2006,620.146537780762,5.17499999205271,153,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_83",484840,6790850,2006,601.363679885865,5.10000002756714,147,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_84",500830,6790850,2006,622.799067497254,4.98333333432675,149,-0.2075,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_85",516820,6790850,2006,623.91166305542,4.96666672329108,151,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_86",548810,6790850,2006,599.315631866456,4.94166674589118,153,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_87",324900,6791250,2006,637.120477676392,5.58333340287209,132,-0.2075,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_88",532820,6792050,2006,608.427371025086,5.05833335096637,152,-0.2075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1
"plant_dec_3_SB_SampleID_89",324900,6806840,2006,671.91265296936,5.49166671435039,137,-0.2075,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_90",388880,6806840,2006,728.824306488037,4.87500007202228,147,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_91",404870,6806840,2006,674.455114364624,4.93333319822947,147,-0.2075,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1
"plant_dec_3_SB_SampleID_92",468840,6806840,2006,642.80011177063,4.9749998766929,150,-0.2075,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_93",484840,6806840,2006,622.458906173706,4.93333331247171,145,-0.2075,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"plant_dec_3_SB_SampleID_94",516820,6807240,2006,644.784257888794,4.79999982317288,154,-0.2075,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_95",596790,6807640,2006,609.808218002319,4.51666668057442,156,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_96",548810,6808040,2006,609.534642219543,4.9666667059064,153,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_97",308910,6822840,2006,720.597774505615,5.41666670640309,145,-0.2075,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1
"plant_dec_3_SB_SampleID_98",340890,6822840,2006,678.066774368286,5.45833337306977,136,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_99",356890,6822840,2006,680.793138504029,5.35000016788642,142,-0.2075,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"plant_dec_3_SB_SampleID_100",404870,6822840,2006,654.113310813904,5.09166653454303,147,-0.2075,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_101",436860,6822840,2006,654.572450637817,4.94999994089206,148,-0.2075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_102",452850,6822840,2006,659.778495788574,4.93333343292276,146,-0.2075,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_103",468840,6822840,2006,661.719362258911,4.87500009437403,147,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_104",516820,6822840,2006,653.008062362671,4.68333325783412,157,-0.2075,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1
"plant_dec_3_SB_SampleID_105",532820,6822840,2006,645.198074340821,4.72499983509381,159,-0.2075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_106",548810,6822840,2006,618.505373001099,4.89166675011317,155,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_107",580800,6822840,2006,579.582545280457,4.72500003377597,156,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_108",596790,6822840,2006,605.481238365173,4.51666668057442,156,-0.2075,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_109",612780,6822840,2006,631.280063629151,4.47500005364417,156,-0.2075,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1
"plant_dec_3_SB_SampleID_110",244930,6838830,2006,687.356674194336,5.60000009338062,143,-0.2075,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_111",260930,6838830,2006,657.522932052613,5.54166680574418,137,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_112",308910,6838830,2006,747.627332687378,5.23333341876665,145,-0.2075,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_113",388870,6838830,2006,682.930932044983,4.77499999105931,155,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_114",484840,6838830,2006,700.763257980346,4.63333335518836,142,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_115",548810,6838830,2006,624.206224441529,4.53333326677481,154,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_116",564800,6839630,2006,607.757267951965,4.56666654348374,155,-0.2075,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_117",612780,6839630,2006,603.518042564392,4.59166670838991,149,-0.2075,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_118",276920,6840030,2006,748.647327423097,5.32500004768371,144,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_119",372880,6840030,2006,658.391479492188,4.96666677792867,146,-0.2075,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1
"plant_dec_3_SB_SampleID_120",500830,6840030,2006,695.680179595947,4.45833326876164,145,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_121",596790,6840030,2006,595.921556472779,4.68333345403274,151,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_122",244930,6854820,2006,712.079193115235,5.52500003576278,147,-0.2075,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_123",260930,6854820,2006,708.710668563843,5.42500004172324,148,-0.2075,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_124",340890,6854820,2006,727.34300994873,4.96666670838992,152,-0.2075,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_125",372880,6854820,2006,655.460167884827,4.79999995728334,145,-0.2075,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_126",436860,6854830,2006,572.236661911011,4.5499999920527,157,-0.2075,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1
"plant_dec_3_SB_SampleID_127",452850,6854830,2006,576.367855072022,4.54999992748101,155,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_128",308910,6855220,2006,756.61333656311,5.10833343366782,145,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_129",276920,6856020,2006,810.500088691711,5.1999998788039,140,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_130",644770,6856030,2006,638.840842247009,4.15000009040037,155,-0.2075,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1
"plant_dec_3_SB_SampleID_131",340890,6870820,2006,675.448843955994,4.72499990959962,148,-0.2075,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_132",356890,6870820,2006,616.961970329285,4.61666681182881,156,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_133",372880,6870820,2006,568.436889648437,4.60000019272169,151,-0.2075,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_134",452850,6870820,2006,707.735698699951,4.33333348234495,156,-0.2075,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_135",532820,6870820,2006,623.084009170533,4.07499997814495,156,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_136",548810,6870820,2006,556.612352371216,4.11666671931744,150,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_137",580800,6870820,2006,597.858792304993,4.20000005265076,153,-0.2075,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_138",628780,6870820,2006,615.277622222901,4.16666669646899,154,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"plant_dec_3_SB_SampleID_139",644770,6870820,2006,639.694677352905,3.91666660209496,157,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_140",660770,6870820,2006,644.307919502258,3.958333303531,156,-0.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_141",404870,6871220,2006,648.716327667237,4.44999990053475,156,-0.2075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_142",596790,6871620,2006,629.601902961731,4.15833339591821,156,-0.2075,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_143",388870,6872020,2006,612.340278625488,4.56666660308838,149,-0.2075,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_144",436860,6872020,2006,690.847562789917,4.45833319922288,158,-0.2075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_145",468840,6872020,2006,669.486211776733,4.3416667431593,155,-0.2075,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
"plant_dec_3_SB_SampleID_146",292910,6886810,2006,695.413077354431,4.79166675607363,147,-0.2075,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_147",372880,6886810,2006,530.025267601014,4.49166665660837,149,-0.2075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_148",404870,6886810,2006,622.187824249268,4.30000007897616,149,-0.2075,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_149",500830,6886810,2006,607.675142288208,4.1833333671093,150,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"plant_dec_3_SB_SampleID_150",612780,6886810,2006,666.631540298462,3.91666681567827,156,-0.2075,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
